NatEmis	Datayear	Province	ProvinceCD	Official_Institution_Name	Status	Sector	Type_DoE	Phase_PED	Specialisation	Full Service School	EIDistrict	EICircuit	Owner_Land	Owner_Buildings	ExDept	Persal_PaypointNo	Persal_ComponentNo	ExamNo	ExamCentre	GIS_Longitude	GIS_Latitude	DMunName	LMunName	Ward_ID	SP_Code	SP_Name	Addressee	Township_Village	Suburb	Town_City	StreetAddress	PostalAddress	Telephone	Section21	Section21_Function	Quintile	NAS	NodalArea	Registration_Date	NoFeeSchool	Urban_Rural	Allocation	DemarcationFrom	DemarcationTo	OldNATEMIS	NewNATEMIS	Learners2024	Educators2024
200100190	2024	EC	2	ED-U-COLLEGE	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	NELSON MANDELA	99	PRIVATE	PRIVATE	DEPARTMENT OF EDUCATION AND TRAINING(DET)			4342021	EDU-COLLEGE HIGH SCHOOL - 4342021	-33.96252	25.6246	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	27516068	Port Elizabeth Central	FERREIRA CASTELYN M	99	CENTRAL	GQEBERHA	1 GOVAN MBEKI,CENTRAL,GQEBERHA,6001	P O BOX 12936, CENTRAL HILL P.E, 6006	0414502550	No	NONE	N/A	99	99		Fee Charging	Urban	99	EC	EC	200100190	200100190	156	16
200100200	2024	EC	2	BET EL CHRISTELIKE AKADEMIE	OPEN	INDEPENDENT	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	NELSON MANDELA	99	PRIVATE	PRIVATE	UNKNOWN			NOT APPLICABLE	NOT APPLICABLE	-33.94186	25.487096	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	99	99	BOTHA R	99	KABEGA PARK	GQEBERHA	VAN DER STELSTRAAT 139,KABEGAPARK,GQEBERHA,6025		0413603424	No	NONE	N/A	99	99	1/25/2017	Fee Charging	Urban	99	EC	EC	200100200	200100200	104	12
200100214	2024	EC	2	EYABANTU SENIOR SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	AMATHOLE WEST	99	GOVERNMENT	PUBLIC	DEPARTMENT OF EDUCATION AND TRAINING(DET)	74163	74163	4311016	EYABANTU SENIOR SECONDARY SCHOOL - 4311016	-32.77304	26.65434	Amathole District Municipality	Raymond Mhlaba Local Municipality	99	21608002	Tinis	FOSI ML	99	FORTBEAUFORT	FORT BEAUFORT	1139 January Street,Fort Beaufort,5720	P O BOX 61, FORT BEAUFORT, 5720	0466452310	Yes	99	Q3	99	99	1/1/1974	No Fee	Urban	99	EC	EC	200100214	200100214	414	13
200100222	2024	EC	2	FONTEIN FULL SERVICE SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	FULL SERVICE SCHOOL	Yes	NELSON MANDELA	99	GOVERNMENT	PUBLIC	HOUSE OF REPRESENTATIVES(HOR)	184190	184190	NOT APPLICABLE	NOT APPLICABLE	-33.91203	25.55529	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	27516037	Jarman	GROENEWALD G	99	GELVANDALE	GQEBERHA	MCMANUS CRESCENT,GELVANDALE,GQEBERHA,6020	P.O BOX 16028, GELVANDALE, PORT ELIZABETH, 6016	0414521341	Yes	99	Q3	99	99	1/1/1968	No Fee	Urban	99	EC	EC	200100222	200100222	844	34
200100230	2024	EC	2	FRAMESBY HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	NELSON MANDELA	99	GOVERNMENT	PUBLIC	CAPE EDUCATION DEPARTMENT(CED)	184191	184191	4341032	HOERSKOOL FRAMESBY - 4341032	-33.94909	25.52274	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	27516019	Framesby	GERMISHUYS M	99	FRAMESBY	GQEBERHA	CORNELIA LAAN,FRAMESBY,GQEBERHA,6045	P O BOX 28065, SUNRIDGE PARK, 6008	0413601257	Yes	99	Q5	99	99	1/1/1967	Fee Charging	Urban	99	EC	EC	200100230	200100230	1227	63
200100238	2024	EC	2	GAMBLE STREET SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	NELSON MANDELA	99	GOVERNMENT	PUBLIC	HOUSE OF REPRESENTATIVES(HOR)	224130	224130	4341024	GAMBLE STREET SECONDARY SCHOOL - 4341024	-33.76564	25.38558	Nelson Mandela Bay	Sundays River Valley Local Municipality	99	27518006	College Hill	HUMAN W.J (Act)	99	JUBILEE PARK	KARIEGA	8 - 11 GAMBLE STREET,JUBILEE PARK,KARIEGA,6230	PRIVATE BAG X40, UITENHAGE, 6230	0419910757	Yes	99	Q3	99	99	1/1/1910	No Fee	Urban	99	EC	EC	200100238	200100238	1328	40
200100239	2024	EC	2	BONZAI PRIMARY SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	NELSON MANDELA	99	PRIVATE	PRIVATE	UNKNOWN			NOT APPLICABLE	NOT APPLICABLE	-33.93439	25.600754	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	99	99	ZABIELSKI SAN-MARI	99	SYDENHAM	GQEBERHA	SOMERS STREET 3,SYDENHAM,GQEBERHA,6001		0414845852	No	NONE	N/A	99	99	1/25/2017	Fee Charging	Urban	99	EC	EC	200100239	200100239	223	17
200100240	2024	EC	2	GCINUBUZWE COMBINED SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	DEPARTMENT OF EDUCATION AND TRAINING(DET)	84135	84135	4351007	GCINIBUZWE COMBINED SCHOOL - 4351007	-32.94053	24.68422	Cacadu District Municipality	Dr Beyers Naude Local Municipality	99	20304000	NONE	MALOYI LE	99	DRAAI LOCATION	JANSENVILLE	785 Holland Street,Draai Location,Jansenville,6265	P O BOX 88, JANSENVILLE, 6265	0498360324	Yes	99	Q3	99	99	1/1/1983	No Fee	Urban	99	EC	EC	200100240	200100240	234	10
200100244	2024	EC	2	GELVANDALE SENIOR SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	TECHNICAL	No	NELSON MANDELA	99	GOVERNMENT	PUBLIC	HOUSE OF REPRESENTATIVES(HOR)	184197	184197	4341025	GELVANDALE HIGH SCHOOL - 4341025	-33.91045	25.5559	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	27516032	Helenvale	O'BRIEN DB	99	GELVANDALE	GQEBERHA	MARTIN STREET,GELVANDALE,GQEBERHA,6020	P O BOX 16262, GELVANDALE, 6016	0414561632	Yes	99	Q3	99	99	1/1/1962	Fee Charging	Urban	99	EC	EC	200100244	200100244	1066	38
200100250	2024	EC	2	GILL COLLEGE SENIOR SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	CAPE EDUCATION DEPARTMENT(CED)	84138	84138	4351008	GILL COLLEGE - 4351008	-32.72229	25.58834	Cacadu District Municipality	Blue Crane Route Local Municipality	99	20207000	NONE	SLATER-BILLETT SE	99	SOMERSET EAST	SOMERSET EAST	College Road,Somerset East,5850	P O BOX 196, SOMERSET EAST, 5850	0422432643	Yes	99	Q5	99	99		Fee Charging	Urban	99	EC	EC	200100250	200100250	339	23
200100266	2024	EC	2	EDUPLANET INDEPENDENT SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	NELSON MANDELA	99	PRIVATE	PRIVATE	UNKNOWN			NOT APPLICABLE	NOT APPLICABLE	-33.913712	25.593774	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	99	99	SEYERLING L	99	STRUANDALE	PORT ELIZABETH	1 Eveready Road,Struandale,Port Elizabeth,6001	POSTNET SUITE 22, P/BAG X0002, SUNRIDGE PARK, 6008	0414511046	No	NONE	N/A	99	99	3/30/2017	Fee Charging	Urban	99	EC	EC	200100266	200100266	374	19
200100270	2024	EC	2	GRAEME COLLEGE BOYS HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	CAPE EDUCATION DEPARTMENT(CED)	94141	94141	4351010	GRAEME COLLEGE BOYS HIGH - 4351010	-33.29378	26.52074	Cacadu District Municipality	Makana Local Municipality	99	20403000	NONE	WATSON KM	99	HLALANI VILLA	GRAHAMSTOWN	Templeton Drive,Grahamstown,6139	P O BOX 281, GRAHAMSTOWN, 6140	0466227221	Yes	99	Q5	99	99	1/1/1972	Fee Charging	Urban	99	EC	EC	200100270	200100270	696	40
200100277	2024	EC	2	GREY BOYS HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	NELSON MANDELA	99	GOVERNMENT	PUBLIC	CAPE EDUCATION DEPARTMENT(CED)	184206	184206	4341026	GREY BOYS HIGH - 4341026	-33.96091	25.59555	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	27516083	St Georges Park	ERASMUS CB	99	MILL PARK	GQEBERHA	COLLEGE DRIVE,MILL PARK,GQEBERHA,6001	PRIVATE BAG 2, GREENACRES, 6057	0413743300	Yes	99	Q5	99	99	1/1/1917	Fee Charging	Urban	99	EC	EC	200100277	200100277	893	58
200100291	2024	EC	2	HANKEY SENIOR SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	HOUSE OF REPRESENTATIVES(HOR)	224138	224138	4351011	HANKEY SENIOR SECONDARY SCHOOL - 4351011	-33.83223	24.87527	Cacadu District Municipality	Kouga Local Municipality	99	20803000	NONE	PERILS BJ	99	99	HANKEY	Patensie Road,Ou Hankey,Hankey,6350	P.O. BOX 254, HANKEY, HANKEY, 6350	0422840276	Yes	99	Q3	99	99	1/1/1994	No Fee	Urban	99	EC	EC	200100291	200100291	1109	23
200100295	2024	EC	2	HARVEST CHRISTIAN SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	NELSON MANDELA	99	PRIVATE	PRIVATE	DEPARTMENT OF EDUCATION AND TRAINING(DET)			110315	HARVEST CHRISTIAN	-33.98022	25.60171	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	27516095	Walmer	VERMOOTEN I	99	WALMER	GQEBERHA	ALBERT ROAD, WALMER,WALMER,GQEBERHA,6070	P O BOX 5351, WALMER P.E, 6070	0415812007	No	NONE	N/A	99	99		Fee Charging	Urban	99	EC	EC	200100295	200100295	432	48
200100296	2024	EC	2	HEALDTOWN COMPREHENSIVE SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	AMATHOLE WEST	99	GOVERNMENT	PUBLIC	CISKEI	74182	74182	4311026	HEALDTOWN HIGH SCHOOL - 4311026	-32.73155	26.70424	Amathole District Municipality	Raymond Mhlaba Local Municipality	99	21604013	Lamyeni	JAXA S	HEALD TOWN	99	FORT BEAUFORT	Tyatyora Location,Healdtown,Healdtown,5730	P O BOX 69134 5724	0723816675	Yes	99	Q2	99	99		No Fee	Rural	99	EC	EC	200100296	200100296	315	8
200100298	2024	EC	2	JBAY ACADEMY SECONDARY SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	SARAH BAARTMAN	99	PRIVATE	PRIVATE	UNKNOWN			4352001	JBAY ACADEMY SECONDARY SCHOOL - 4352001	-34.048934	24.923366	Cacadu District Municipality	Kouga Local Municipality	99	99	99	MATTHEE R	99	99	JEFFREYS BAY	29 Da Gama Road,Jeffreys Bay ,6330		0422930352	No	NONE	N/A	99	99	10/18/2017	Fee Charging	99	99	EC	EC	200100298	200100298	208	19
200100300	2024	EC	2	HENDRIK KANISE COMBINED SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	DEPARTMENT OF EDUCATION AND TRAINING(DET)	94146	94146	4351012	HENDRICK KANISE COMBINED SCHOOL - 4351012	-33.32026	26.099	Cacadu District Municipality	Makana Local Municipality	99	20404001	Albany NU	MYONA MP	99	KWANONZWAKAZI	ALICEDALE	126 Zote Street,Kwanonzwakazi Location,Alicedale,6135	P O BOX 5, ALICEDALE, 6135	0422311233	Yes	99	Q3	99	99	1/1/1970	No Fee	Urban	99	EC	EC	200100300	200100300	557	17
200100307	2024	EC	2	KINGS COLLEGE SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	SARAH BAARTMAN	99	PRIVATE	PRIVATE	UNKNOWN			N/A	UNKNOWN	-34.061566	24.912397	Cacadu District Municipality	Kouga Local Municipality	99	99	99	GROENEWALD HS	99	PELLSRUS	JEFFREYS BAY	1 Dolphin Drive ,Ocean View,Jeffreys Bay,6330		0766190197	No	NONE	N/A	99	99	10/18/2017	Fee Charging	99	99	EC	EC	200100307	200100307	448	24
200100308	2024	EC	2	HILLSIDE TECHNICAL HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	TECHNICAL	No	NELSON MANDELA	99	GOVERNMENT	PUBLIC	HOUSE OF REPRESENTATIVES(HOR)	184215	184215	4341027	HILLSIDE TECHNICAL HIGH SCHOOL - 4341027	-33.89978	25.5401	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	27502007	Hillside	PAULSEN NN	99	WINDVOGEL	GQEBERHA	3RD AVENUE,WINDVOGEL,GQEBERHA,6020	P O BOX 16328, GELVANDALE, 6020	0414561267	Yes	99	Q3	99	99	1/1/1991	No Fee	Urban	99	EC	EC	200100308	200100308	1022	34
200100311	2024	EC	2	HOëR VOLKSKOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	CAPE EDUCATION DEPARTMENT(CED)	84206	84206	4351013	HOER VOLKSKOOL - 4351013	-32.25426	24.52592	Cacadu District Municipality	Dr Beyers Naude Local Municipality	99	20103000	NONE	DORFLING JT	99	99	GRAAFF-REINET	Plasketstraat,Graaff-Reinet,6280	P O BOX 21, GRAAFF-REINET, 6280	0498910514	Yes	99	Q5	99	99	1/1/1954	Fee Charging	Urban	99	EC	EC	200100311	200100311	334	17
200100312	2024	EC	2	HOëRSKOOL BRANDWAG	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	NELSON MANDELA	99	GOVERNMENT	PUBLIC	CAPE EDUCATION DEPARTMENT(CED)	224114	224114	4341007	BRANDWAG HIGH SCHOOL - 4341007	-33.75806	25.40128	Nelson Mandela Bay	Sundays River Valley Local Municipality	99	27518006	College Hill	ZIETSMAN SG	99	MOSEL	UITENHAGE	Hoogstraat 8,Mosel,Uitenhage,6230	PRIVATE BAG 62, UITENHAGE, 6230	0419228188	Yes	99	Q5	99	99	1/1/1957	Fee Charging	Urban	99	EC	EC	200100312	200100312	898	36
200100313	2024	EC	2	HOëRSKOOL CILLIé	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	NELSON MANDELA	99	GOVERNMENT	PUBLIC	CAPE EDUCATION DEPARTMENT(CED)	184139	184139	4341029	HOERSKOOL CILLIE - 4341029	-33.92559	25.59609	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	27516033	Holland Park	KENNEDY NC	99	SYDENHAM	GQEBERHA	KARIEGA RD,SYDENHAM,GQEBERHA,6001	P.O. BOX 2307, NORTH END, PORT ELIZABETH, 6056,	0414514837	Yes	99	Q4	99	99	1/1/1937	Fee Charging	Urban	99	EC	EC	200100313	200100313	911	35
200100314	2024	EC	2	HOëRSKOOL JANSENVILLE	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	CAPE EDUCATION DEPARTMENT(CED)	84152	84152	4351014	HOERSKOOL JANSENVILLE - 4351014	-32.94303	24.66613	Cacadu District Municipality	Dr Beyers Naude Local Municipality	99	20302000	NONE	BARNARD CM	99	99	JANSENVILLE	College Street,Jansenville,6265	POSBUS 28, JANSENVILLE, 6265	0498360053	Yes	99	Q3	99	99		No Fee	Urban	99	EC	EC	200100314	200100314	662	16
200100315	2024	EC	2	HOëRSKOOL McLACHLAN	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	CAPE EDUCATION DEPARTMENT(CED)	224179	224179	4351015	HOERSKOOL MCLACHLAN - 4351015	-33.82638	23.85952	Cacadu District Municipality	Kou-Kamma Local Municipality	99	20903000	NONE	STUURMAN CJ	99	JOUBERTINA	JOUBERTON	Pj Retief Straat,Joubertina,Joubertina,6410	P O BOX 3, JOUBERTINA, 6410	0429402775	Yes	99	Q4	99	99	1/1/1942	Fee Charging	Urban	99	EC	EC	200100315	200100315	380	21
200100320	2024	EC	2	BERLIN HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	BUFFALO CITY	99	GOVERNMENT	PUBLIC	UNKNOWN			NOT APPLICABLE	NOT APPLICABLE	-32.8795	27.5823	Buffalo City	Buffalo City Metropolitan Municipality	99	21407000	NONE	LEWIS H	99	BERLIN	EAST LONDON	Berlin Primary School,Immigrant Road,Berlin,5660		0734228655	Yes	99	Q4	99	99	6/5/2018	Fee Charging	Urban	99	EC	EC	200100320	200100320	370	18
200100324	2024	EC	2	WINGS DISCOVERY SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	NELSON MANDELA	99	PRIVATE	PRIVATE	UNKNOWN			NOT APPLICABLE	NOT APPLICABLE	-33.973994	25.61552	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	27516095	Walmer	BOTHA TA	99	THEESCOMBE	GQEBERHA	4 HEATHERBANK ROAD,THEESCOMBE,GQEBERHA,6001	8 PRESTWICK GARDENS, PRESTWICK CRESCENT, GREENSHIELDS PARK, PORT ELIZABETH,6001	0823394896	No	NONE	N/A	99	99	1/1/2019	Fee Charging	Urban	99	EC	EC	200100324	200100324	62	9
200100325	2024	EC	2	HUMANSDORP SENIOR SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	TECHNICAL	No	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	HOUSE OF REPRESENTATIVES(HOR)	224144	224144	4351018	HUMANSDORP SENIOR SECONDARY SCHOOL - 4351018	-34.02515	24.74643	Cacadu District Municipality	Kouga Local Municipality	99	20804001	Kruisfontein	FELIX SAT	99	ARCADIA	HUMANSDORP	Booyce Street,Humansdorp,6300	P O BOX 331, HUMANSDORP, 6300	0422952555	Yes	99	Q3	99	99	1/1/1980	No Fee	Urban	99	EC	EC	200100325	200100325	1880	70
200100338	2024	EC	2	INYIBIBA PUBLIC SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	AMATHOLE WEST	99	GOVERNMENT	PUBLIC	DEPARTMENT OF EDUCATION AND TRAINING(DET)	74195	74195	4311029	INYIBIBA HIGH SCHOOL - 4311029	-32.7662	26.65231	Amathole District Municipality	Raymond Mhlaba Local Municipality	99	21608000	NONE	DLEPU NB	HILLSIDE LOCATION	99	FORT BEAUFORT	617 Caleb Street,Zwide,Fort Beaufort,5720	P.O BOX 83, FORT BEAUFORT, FORT BEAUFORT, 5720	0747139753	Yes	99	Q3	99	99	1/1/1985	No Fee	Urban	99	EC	EC	200100338	200100338	368	8
200100344	2024	EC	2	ITHEMBELIHLE COMPREHENSIVE SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	TECHNICAL	No	NELSON MANDELA	99	GOVERNMENT	PUBLIC	DEPARTMENT OF EDUCATION AND TRAINING(DET)	184227	184227	4341035	ITHEMBELIHLE COMPREHENSIVE SCHOOL - 4341035	-33.90202	25.58486	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	27508001	Kwaford	MAVIKELA PS	99	NEW BRIGHTON	GQEBERHA	MARWANQA STREET,NEW BRIGHTON,GQEBERHA,6200	P.O. BOX 3767, NORTH END, PORT ELIZABETH, 6056	UNKNOWN	Yes	99	Q3	99	99	1/1/1984	No Fee	Urban	99	EC	EC	200100344	200100344	1015	34
200100347	2024	EC	2	JAMES JOLOBE SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	NELSON MANDELA	99	GOVERNMENT	PUBLIC	DEPARTMENT OF EDUCATION AND TRAINING(DET)	184229	184229	4341036	JAMES JOLOBE SENIOR SECONDARY SCHOOL - 4341036	-33.80664	25.59755	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	27514006	Motherwell 4	DIAMOND FE	99	MOTHERWELL	GQEBERHA	237 NYARA STREET,NU 4A ,MOTHERWELL,6211	P O BOX 22113, PORT ELIZABETH, 6000	0414760731	Yes	99	Q3	99	99	1/1/1994	No Fee	Urban	99	EC	EC	200100347	200100347	905	20
200100354	2024	EC	2	JOHAN CARINUS ART CENTRE	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ART SCHOOL	No	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	CAPE EDUCATION DEPARTMENT(CED)	94151	94151	NOT APPLICABLE	NOT APPLICABLE	-33.316	26.5252	Cacadu District Municipality	Makana Local Municipality	99	20403000	NONE	KLOPPERS M	99	ELUXOLWENI	GRAHAMSTOWN	84 Beaufort Str,Grahamstown,6139	STREET, GRAHAMSTOWN, 6139	0466224543	Yes	99	Q4	99	99		Fee Charging	Urban	99	EC	EC	200100354	200100354		11
200100357	2024	EC	2	JOHN WALTON SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	NELSON MANDELA	99	GOVERNMENT	PUBLIC	HOUSE OF REPRESENTATIVES(HOR)	224152	224152	4341037	JOHN WALTON SECONDARY SCHOOL - 4341037	-33.73471	25.37949	Nelson Mandela Bay	Sundays River Valley Local Municipality	99	27518018	Rosedale	DE BRUIN SE	99	ROSEDALE	KARIEGA	167 ROSEDALE DRIVE,ROSEDALE,KARIEGA,6229	P O BOX 5006, GAMBLEVILLE, 6241	0419881101	Yes	99	Q3	99	99	1/1/1977	No Fee	Urban	99	EC	EC	200100357	200100357	1047	32
200100359	2024	EC	2	JOHNSON NQONQOZA SENIOR SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	DEPARTMENT OF EDUCATION AND TRAINING(DET)	84153	84153	4351021	JOHNSON NQONQOZA SENIOR SECONDARY - 4351021	-32.7262	25.6068	Cacadu District Municipality	Blue Crane Route Local Municipality	99	20205000	NONE	SYCE H	99	MNANDI	SOMERSET EAST	1 Takayi Street,Mnandi Location,Somerset East,5850		0422432078	Yes	99	Q3	99	99	1/1/1991	No Fee	Urban	99	EC	EC	200100359	200100359	648	22
200100361	2024	EC	2	JOUBERTINA JUNIOR SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	HOUSE OF REPRESENTATIVES(HOR)	224154	224154	NOT APPLICABLE	NOT APPLICABLE	-33.83063	23.88412	Cacadu District Municipality	Kou-Kamma Local Municipality	99	20913001	Ravinia	JACOBS K	99	JOUBERTINA 6410	JOUBERTON	L F Manuel Street,Ravinia,Joubertina,6410	P O BOX 105, JOUBERTINA, 6410	0412050923	Yes	99	Q2	99	99	1/1/1979	No Fee	Urban	99	EC	EC	200100361	200100361	1178	35
200100367	2024	EC	2	JEFFREYS BAY COMPREHENSIVE SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	No	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	NEW EDUCATION DEPARTMENT			4351020	JEFFREYS BAY COMPREHENSIVE SECONDARY - 4351020	-34.0603	24.92119	Cacadu District Municipality	Kouga Local Municipality	99	20805002	99	MAKAYI NL	99	Seaplace	JEFFREYS BAY	Marginella Street,C-Place,Jeffreys Bay,6330		0422930321	Yes	99	Q3	99	99	1/1/2015	No Fee	Urban	99	EC	EC	200100367	200100367	1771	46
200100375	2024	EC	2	IKAMVA LESIZWE SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	FULL SERVICE SCHOOL	Yes	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	DEPARTMENT OF EDUCATION AND TRAINING(DET)	94150	94150	4351019	IKAMVALESIZWE COMBINED SCHOOL - 4351019	-33.67717	26.66524	Cacadu District Municipality	Ndlambe Local Municipality	99	20505000	NONE	GQAMANE GK	99	EKUPHUMLENI	KENTON ON SEA	2722 Hoyi Street,Ekuphumleni Location,Kenton-On-Sea,6191	P O BOX 131, KENTON-ON-SEA, 6191	0414760799	Yes	99	Q3	99	99	1/1/1996	No Fee	Urban	99	EC	EC	200100375	200100375	521	17
200100381	2024	EC	2	KHUMBULANI HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	NELSON MANDELA	99	GOVERNMENT	PUBLIC	DEPARTMENT OF EDUCATION AND TRAINING(DET)	184239	184239	4341039	KHUMBULANI HIGH SCHOOL - 4341039	-33.957587	25.61524	Nelson Mandela Bay	Nelson Mandela Bay Metropolitan Municipality	99	27516061	North End	NEKILE S	99	CENTRAL	GQEBERHA	17 LUTMAN STREET,CENTRAHILL,CENTRAL,QEBERHA,6001	P O BOX 2952, NORTH END, 6056	0415822430	Yes	99	Q3	99	99	1/1/1905	No Fee	Urban	99	EC	EC	200100381	200100381	1176	29
200100382	2024	EC	2	KHUTLISO DANIELS SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	No	SARAH BAARTMAN	99	GOVERNMENT	PUBLIC	DEPARTMENT OF EDUCATION AND TRAINING(DET)	94154	94154	4351023	KHUTLISO DANIELS SECONDARY SCHOOL - 4351023	-33.28669	26.56482	Cacadu District Municipality	Makana Local Municipality	99	20405004	Xolani	MCUBA ZR	99	RHINI	GRAHAMSTOWN	Corner Of Ncame & Ext 4,Grahamstown,Grahamstown,6139	P O BOX 84, GRAHAMSTOWN, 6140	0786823679	Yes	99	Q3	99	99	1/1/1992	No Fee	Urban	99	EC	EC	200100382	200100382	749	21
